Key,zh,en,es
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “向日葵女王-挑战3”[/color]\n\n韧性：[color=cc241d]1000[/color]\n生产：[color=cc241d]150阳光/25s[/color]\n威力：[color=cc241d]40×4/3s[/color]\n灼烧：[color=cc241d]40/1.5s（火焰伤害）[/color]\n范围：[color=cc241d]全屏追踪[/color]\n特性：[color=C71585]至尊金卡[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n特点:[color=cc241d]3x3范围内的所有植物免疫减速与冻结，3x3范围内的所有僵尸会被向日葵女王灼烧，并抵消减速和冻结效果[/color],,
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_HANDBOOK_STORY,这是向日葵中最爱晒太阳的一只，被给予了王冠，成为了向日葵女王。“现在我可以随时吃免费的奶酪烧烤三明治了。”向日葵女王说。,,
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_CUSTOM_1_NAME,偶像歌手,,
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_CUSTOM_1_STORY,特效：[color=cc241d]装扮该皮肤后，向日葵女王发射的火球子弹替换为火焰音符，经过冰炬同样拥有专属点燃特效\n（仅外观变化，实际伤害和性质不变）[/color]\n\n花园里的当红偶像，她的歌声温暖着每一名植物和僵尸……\n…等等，那些僵尸是不是真的“燃”起来了？,,

TOWERDEFENSE_PLANT_ICETALLNUT_NAME,高冰果,Ice TallNut,Ice TallNut
TOWERDEFENSE_PLANT_ICETALLNUT_EXPRESTION,高冰果具有极强的防守能力！还能发射子弹！,,
TOWERDEFENSE_PLANT_ICETALLNUT_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “高冰果-挑战3”[/color]\n\n韧性：[color=cc241d]8000[/color]\n威力：[color=cc241d]20×6/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]至尊金卡、阻挡僵尸跳跃[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n特点：[color=cc241d]\n①可抵御锤击、碾压、吞噬、玩偶匣爆炸、海草拖拽，抵御车辆碾压时将其爆胎\n②自身限伤1000，且能够反弹50%受到近战伤害（啃食、锤击等）[/color]\n亡语：[color=cc241d]释放一次寒冰菇效果[/color],,
TOWERDEFENSE_PLANT_ICETALLNUT_HANDBOOK_STORY,“从小时候起大家就因为矮小不喜欢我，所以我下定决心要变强，正是这样才有了横推一路的强大力量。但孤独感依旧不减，导致我的外表逐渐变得和内心一样冰冷。”,,
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_NAME,极冰战神,,
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_ICETALLNUT_CUSTOM_1_STORY,特效：[color=cc241d]装扮该皮肤后，高冰果发射的冰弹替换为武装冰弹，经过各种火炬同样拥有专属特效\n（仅外观变化，实际伤害和性质不变）[/color]\n\n是年，尝有一战，此植初显风采，独守一路，屹立不倒，拒群尸于门外，故众人皆赞曰“战神”也。,,

TOWERDEFENSE_PLANT_HAMBURGER_NAME,汉堡射手,Hamburger,Hamburger
TOWERDEFENSE_PLANT_HAMBURGER_EXPRESTION,汉堡射手能一次射出8枚随机子弹。,,
TOWERDEFENSE_PLANT_HAMBURGER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “汉堡射手-挑战3”[/color]\n\n韧性：[color=cc241d]4000[/color]\n生产：[color=cc241d]50阳光/25秒[/color]\n威力：[color=cc241d]（120~480）/2s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]至尊金卡、阻挡僵尸跳跃[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n特点：[color=cc241d]\n①每次攻击发射随机子弹（黄油，玉米粒，豌豆，冰豆，火球，星星，孢子，尖刺，卷心菜，西瓜，冰瓜）[/color],,
TOWERDEFENSE_PLANT_HAMBURGER_HANDBOOK_STORY,汉堡射手最讨厌别人说什么“麦门”“肯门”的，他只想保持初心——“打击僵尸是我的职责，而汉堡王是我永远的信仰。”,,
TOWERDEFENSE_PLANT_HAMBURGER_CUSTOM_1_NAME,汉堡大帝,,
TOWERDEFENSE_PLANT_HAMBURGER_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_HAMBURGER_CUSTOM_1_STORY,这是翰伯格尔四世。据说他继承王位之后，下达的第一条命令是将每周四的赋税下调50，其用意仍等待着历史学家解密（?,,

TOWERDEFENSE_PLANT_HOTDOG_NAME,热狗射手,Hot Dog Shooter,Hot Dog Shooter
TOWERDEFENSE_PLANT_HOTDOG_EXPRESTION,非常好吃的热狗！两面发射子弹的好东西！,,
TOWERDEFENSE_PLANT_HOTDOG_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “热狗射手-挑战3”[/color]\n\n韧性：[color=cc241d]8000[/color]\n生产：[color=cc241d]50阳光/25秒[/color]\n威力：[color=cc241d](20或40)×8/2s（每个方向）[/color]\n范围：[color=cc241d]左右两边[/color]\n特性：[color=C71585]至尊金卡、占地两格[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n特点：[color=cc241d]左右两边同时发射8枚豌豆/火球/黄油/卷心菜[/color],,
TOWERDEFENSE_PLANT_HOTDOG_HANDBOOK_STORY,“黄油，玉米，豌豆……”热狗射手念念有词。请别误会，这不是热狗射手的年终总结，这是玉米卷的配方——为房子里的戴夫提供玉米卷，是向左的射手的主要职责。,,
TOWERDEFENSE_PLANT_HOTDOG_CUSTOM_1_NAME,乘风破浪,,
TOWERDEFENSE_PLANT_HOTDOG_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_HOTDOG_CUSTOM_1_STORY,特效：[color=cc241d]装扮该皮肤后，热狗射手发射的子弹被替换为炮弹、火焰炮弹、木桶、黄油桶，炮弹经过各种火炬同样拥有专属特效\n（仅外观变化，实际伤害和性质不变）[/color]\n\n全员就位！向日葵号，启航！,,

TOWERDEFENSE_PLANT_DOOMCOBCANNON_NAME,毁灭加农炮,Cannon of Destruction,Cannon of Destruction
TOWERDEFENSE_PLANT_DOOMCOBCANNON_EXPRESTION,点击毁灭加农炮发射致命的毁灭炮弹。,,
TOWERDEFENSE_PLANT_DOOMCOBCANNON_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “毁灭加农炮-挑战3”[/color]\n\n韧性：[color=cc241d]1000[/color]\n威力：[color=cc241d]1800/30秒（装填时间）[/color]\n范围：[color=cc241d]以点击区域为圆心、半径3.5格的圆[/color]\n特性：[color=C71585]至尊金卡、占地两格[/color]\n至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]\n特点：[color=cc241d]点击发射毁灭菇炮弹，伤害处于爆炸范围内的僵尸，并在落点留下弹坑[/color],,
TOWERDEFENSE_PLANT_DOOMCOBCANNON_HANDBOOK_STORY,不是玉米炮而是毁灭菇，不是爆米花而是蘑菇云，毁灭加农炮总是搞不懂自己到底是哪个家族的。“我知道，蘑菇玉米汤！”一个小豌豆射手说。难道戴夫前天吃的是这个？,,
TOWERDEFENSE_PLANT_DOOMCOBCANNON_CUSTOM_1_NAME,核能预警,,
TOWERDEFENSE_PLANT_DOOMCOBCANNON_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_DOOMCOBCANNON_CUSTOM_1_STORY,!警告，战术核导弹已发射!,,

TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_NAME,Cupid魅惑菇射手,HypnoShroom Shooter,HypnoShroom Shooter
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_EXPRESTION,华丽万千的女大学生！,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “魅惑菇射手-挑战6”[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]1800/2s[/color]\n范围：[color=cc241d]前方三行[/color]\n特性：[color=cc241d]无限制种植[/color]\n特点：[color=cc241d]①每2秒向三行各发射1枚丘比特之箭，魅惑击中的僵尸（可以击中飞行僵尸与陆地僵尸）\n②在场15秒后消失[/color],,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_HANDBOOK_STORY,魅惑菇一直很向往自己能成为传播爱的使者，所以她cos成了自己的偶像——爱神丘比特，并誓要为所有僵尸带去爱与美好！\n当然，巨人也不例外！,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_1_NAME,圣翼祈愿,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_1_STORY,向魅惑菇倾诉或祈祷吧~,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_2_NAME,爱心守护,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_2_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_HYPNOSHROOMSHOOTER_CUSTOM_2_STORY,白衣天使，一片真心为你护航~,,

TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_NAME,魅惑毁灭菇,HypnoDoomShroom,HypnoDoomShroom
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_EXPRESTION,魅惑毁灭菇可以魅惑范围内的所有僵尸。,,
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]通关挑战模式 “魅惑毁灭菇-挑战6”[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]---[/color]\n范围：[color=cc241d]以自身为圆心半径约3.5格的圆[/color]\n特点：[color=cc241d]对爆炸范围内所有僵尸造成魅惑效果，并在原地留下一个弹坑[/color],,
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_HANDBOOK_STORY,人们对于魅惑毁灭菇的出身议论纷纷，其实既不是邪恶的实验室，也不是糟糕的一夜情。只是笨手笨脚的毁灭菇不小心打翻了颜料，并在爆炸时把它们喷溅在僵尸身上罢了。,,
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_CUSTOM_1_NAME,迷幻烟云,,
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_CUSTOM_1_ACCESS,商店购买（价格15000）,,
TOWERDEFENSE_PLANT_HYPNODOOMSHROOM_CUSTOM_1_STORY,特效：[color=cc241d]装扮该皮肤后，魅惑毁灭菇的爆炸特效发生变化\n（仅外观变化，实际伤害和性质不变）[/color]\n\n“无需在意，一切不过是浮云…”,,

TOWERDEFENSE_PLANT_PEAVASE_NAME,罐子豌豆射手,Pea Vase,Pea Vase
TOWERDEFENSE_PLANT_PEAVASE_EXPRESTION,装在罐子里的豌豆射手，罐子破损时会使用碎片反击僵尸。,,
TOWERDEFENSE_PLANT_PEAVASE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]砸罐子模式收集10颗星星领取[/color]\n\n韧性：[color=cc241d]2000[/color]\n威力：[color=cc241d]（20/40/40×2）/1.5s[/color]\n范围：[color=cc241d]前方一行[/color]\n特性：[color=C71585]可以种植在水中[/color]\n特点：[color=cc241d]免疫减速和冰冻。初始发射豌豆，每次破损时，对3×1范围内的僵尸造成100伤害+半格击退、并强化自身攻击方式；第一次破损后子弹改为40伤害的罐子碎片，第二次破损后改为发射两枚罐子碎片[/color]\n亡语：[color=cc241d]掉落一张豌豆射手卡牌[/color],,
TOWERDEFENSE_PLANT_PEAVASE_HANDBOOK_STORY,罐子豌豆射手总是迫不及待地冲在最前面，同伴们都称颂他的勇敢。虽然他只是为了缓解被卡住的尴尬才装作冲锋的样子。,,

TOWERDEFENSE_PLANT_SQUASHVASE_NAME,罐子窝瓜,Squash Vase,Squash Vase
TOWERDEFENSE_PLANT_SQUASHVASE_EXPRESTION,罐子窝瓜能把它无法压扁的僵尸封印起来。别忘了处理被封印的僵尸！,,
TOWERDEFENSE_PLANT_SQUASHVASE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]砸罐子模式收集20颗星星领取[/color]\n\n韧性：[color=cc241d]2000[/color]\n威力：[color=cc241d]1800[/color]\n范围：[color=cc241d]自身周围一格[/color]\n特性：[color=C71585]可以种植在水中[/color]\n特点：[color=cc241d]当伤害范围内有僵尸未被压扁时，原地生成一个石化窝瓜罐子，将所有未被压扁的僵尸封进罐子内[/color]\n提醒：[color=cc241d]石化窝瓜罐子只有敲碎才能释放出被封印的僵尸，不释放则游戏不会通关[/color],,
TOWERDEFENSE_PLANT_SQUASHVASE_HANDBOOK_STORY,罐子窝瓜经常直播讲述自己祖上七个葫芦兄弟镇压妖怪的故事，“窝瓜也是葫芦科的植物，我当然也有这身本事。家人们，罐住窝，教你如何封印100个僵尸！”,,

TOWERDEFENSE_PLANT_JALAVASE_NAME,泡椒罐子,Jalapeno Vase,Jalapeno Vase
TOWERDEFENSE_PLANT_JALAVASE_EXPRESTION,储存辣椒的发酵罐子，定期释放内部辣椒的火力。,,
TOWERDEFENSE_PLANT_JALAVASE_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]砸罐子模式收集30颗星星领取[/color]\n\n韧性：[color=cc241d]2000[/color]\n特性：[color=C71585]水陆两栖，免疫减速和冻结[/color]\n特点：[color=cc241d]\n①可以收纳最多4株辣椒类植物，罐子内储存的植物卡牌加快25%冷却（不可叠加，打破罐子后恢复正常）\n②向罐子内存储辣椒类植物时本次伤害降低75%，且不触发额外效果。\n③每隔50秒释放一次内部储存的辣椒植物效果，但伤害降低75%，且不会触发原植物额外效果[/color]\n亡语：[color=cc241d]掉落储存的所有辣椒植物卡片\n（可手动点击敲碎罐子）[/color],,
TOWERDEFENSE_PLANT_JALAVASE_HANDBOOK_STORY,泡椒罐子其实很怕辣，但他还是坚持每天直播挑战品尝各种辣椒。“他可能是想红想疯了。”其他植物摇头评价道。,,

TOWERDEFENSE_PLANT_DISGUISERSUNFLOWER_NAME,伪装的向日葵,Disguiser Sunflower,Disguiser Sunflower
TOWERDEFENSE_PLANT_DISGUISERSUNFLOWER_EXPRESTION,我是僵尸里的训练纸板再就业？,,
TOWERDEFENSE_PLANT_DISGUISERSUNFLOWER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]我是僵尸模式收集10颗星星领取[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]无[/color]\n特点：[color=cc241d]每受到50点伤害，生产25点阳光[/color],,
TOWERDEFENSE_PLANT_DISGUISERSUNFLOWER_HANDBOOK_STORY,当被问起为什么她看起来那么像向日葵时，伪装的向日葵说：“向日葵是我的偶像，因此我努力模仿她的样子——虽然我原本只是一块纸板，但我也有一颗追求梦想的心。”,,

TOWERDEFENSE_PLANT_DISGUISERCHERRY_NAME,伪装的樱桃炸弹,Disguiser CherryBomb,Disguiser CherryBomb
TOWERDEFENSE_PLANT_DISGUISERCHERRY_EXPRESTION,一块不好惹的训练纸板，多啃一口就会爆炸！,,
TOWERDEFENSE_PLANT_DISGUISERCHERRY_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]我是僵尸模式收集20颗星星领取[/color]\n\n韧性：[color=cc241d]300[/color]\n威力：[color=cc241d]300[/color]\n范围：[color=cc241d]3×3[/color]\n特点：[color=cc241d]每受到50点伤害，释放一次伤害为300的樱桃炸弹效果[/color],,
TOWERDEFENSE_PLANT_DISGUISERCHERRY_HANDBOOK_STORY,戴夫在制造炸弹时忘了放炸药，这让伪装的樱桃炸弹非常生气。“我气得要炸了！”\n“…算了，待会再炸。”,,

TOWERDEFENSE_PLANT_DISGUISERBLOVER_NAME,伪装的三叶草,Disguiser Blover,Disguiser Blover
TOWERDEFENSE_PLANT_DISGUISERBLOVER_EXPRESTION,谁在纸板后面藏了台电风扇？,,
TOWERDEFENSE_PLANT_DISGUISERBLOVER_HANDBOOK_EXPRESTION,[color=FF0000]获取方式[/color]：[color=0000cd]我是僵尸模式收集30颗星星领取[/color]\n\n韧性：[color=cc241d]300[/color]\n范围：[color=cc241d]全屏（吹退）[/color]\n特点：[color=cc241d]每受到50点伤害，释放一次三叶草效果，并吹退全屏小型僵尸1/4格、大型僵尸1/8格[/color],,
TOWERDEFENSE_PLANT_DISGUISERBLOVER_HANDBOOK_STORY,这是一块漏风的纸板，啃它的时候会被风吹得牙疼。\n至少僵尸是这么认为的。,,

TOWERDEFENSE_ZOMBIE_NORMAL_NAME,普通僵尸,Normal Zombie,Normal Zombie
TOWERDEFENSE_ZOMBIE_NORMAL_EXPRESTION,平凡无奇的普通僵尸。,,
TOWERDEFENSE_ZOMBIE_NORMAL_HANDBOOK_EXPRESTION,血量：[color=cc241d]270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color],,
TOWERDEFENSE_ZOMBIE_NORMAL_HANDBOOK_STORY,这种僵尸酷爱脑子，贪婪而不知足。脑子、脑子、脑子，——夜以继日地追求着。恶臭难闻的脑子？腐烂的脑子？我想这都没关系，僵尸不介意。,,

TOWERDEFENSE_ZOMBIE_FLAG_NAME,摇旗僵尸,Flag Zombie,Flag Zombie
TOWERDEFENSE_ZOMBIE_FLAG_EXPRESTION,摇旗僵尸标志着即将来袭的一大群僵尸。,,
TOWERDEFENSE_ZOMBIE_FLAG_HANDBOOK_EXPRESTION,血量：[color=cc241d]370 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]路障（一类）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]稍快（对比普通僵尸）[/color],,
TOWERDEFENSE_ZOMBIE_FLAG_HANDBOOK_STORY,无需置疑：摇旗僵尸喜爱脑子，但在私下里他也迷恋旗帜。或许是因为旗帜上也画有脑子吧，这很难说。,,

TOWERDEFENSE_ZOMBIE_CONEHEAD_NAME,路障僵尸,Conehead Zombie,Conehead Zombie
TOWERDEFENSE_ZOMBIE_CONEHEAD_EXPRESTION,他的路障头盔，使他比普通僵尸更能承受伤害,,
TOWERDEFENSE_ZOMBIE_CONEHEAD_HANDBOOK_EXPRESTION,血量：[color=cc241d]370 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]路障（一类）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color],,
TOWERDEFENSE_ZOMBIE_CONEHEAD_HANDBOOK_STORY,和其他僵尸一样，路障头僵尸盲目地向前。但某些事物却使他停下脚步，捡起一个交通路障，并固定在自己的脑袋上——是的，他很喜欢参加聚会。,,

TOWERDEFENSE_ZOMBIE_BUCKETHEAD_NAME,铁桶僵尸,Bucket Head Zombie,Bucket Head Zombie
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_EXPRESTION,他的铁桶头盔，能极大程度的承受伤害。,,
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_HANDBOOK_EXPRESTION,血量：[color=cc241d]1100 + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]铁桶（一类，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color]\n弱点：[color=441D62]磁力菇[/color],,
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_HANDBOOK_STORY,铁桶僵尸经常戴着水桶，在冷漠的世界里显得独一无二。但事实上，他只是忘记了那铁桶还在他头上而已。,,

TOWERDEFENSE_ZOMBIE_POLEVAULTING_NAME,撑杆僵尸,Pole Vauting Zombie,Pole Vauting Zombie
TOWERDEFENSE_ZOMBIE_POLEVAULTING_EXPRESTION,撑杆僵尸运用标杆跃过障碍物。,,
TOWERDEFENSE_ZOMBIE_POLEVAULTING_HANDBOOK_EXPRESTION,血量：[color=cc241d]500[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]----[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]快，跳跃后慢[/color]\n特点：[color=cc241d]跃过他所碰到的第一株植物[/color]\n弱点：[color=441D62]高坚果[/color],,
TOWERDEFENSE_ZOMBIE_POLEVAULTING_HANDBOOK_STORY,一些僵尸渴望走得更远、得到更多，这也促使他们由普通成为非凡。那就是撑杆僵尸。,,

TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_NAME,铁栅门僵尸,Screen Door Zombie,Screen Door Zombie
TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_EXPRESTION,他的铁栅门是有效的盾牌。,,
TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_HANDBOOK_EXPRESTION,血量：[color=cc241d]1100（二类） + 270[/color]\n伤害：[color=cc241d]100/s[/color]\n佩戴：[color=cc241d]铁栅门（二类，铁器）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]慢[/color]\n弱点：[color=441D62]磁力菇、穿透攻击[/color],,
TOWERDEFENSE_ZOMBIE_SCREEN_DOOR_HANDBOOK_STORY,铁栅门僵尸上次拜访的房主防守并不专业，在吃掉那房主的脑子后拿走了他家的铁栅门。,,

TOWERDEFENSE_ZOMBIE_NEWSPAPER_NAME,读报僵尸,Newspaper zombie,Newspaper zombie
TOWERDEFENSE_ZOMBIE_NEWSPAPER_EXPRESTION,他的报纸只能提供有限的防御。,,
TOWERDEFENSE_ZOMBIE_NEWSPAPER_HANDBOOK_EXPRESTION,血量：[color=cc241d]150 + 270[/color]\n伤害：[color=cc241d]200/s[/color]\n佩戴：[color=cc241d]报纸（二类）[/color]\n类型：[color=cc241d]小型僵尸[/color]\n移速：[color=cc241d]普通，而后快（失去报纸后）[/color]\n弱点：[color=441D62]穿透攻击[/color],,
